Ser No.,Al,Ti,V,Cr,Mn,Fe,Ni,Cu,Nb,Mo,Al_wt%,Ti_wt%,V_wt%,Cr_wt%,Mn_wt%,Fe_wt%,Ni_wt%,Cu_wt%,Nb_wt%,Mo_wt%,Liquidus,Term. Temp,Peak Cracking Index,Num. Sim. Steps,Vol. Frac At Term. BCC_B2,Start Temp. BCC_B2,Vol. Frac At Term. BCC_B2#2,Start Temp. BCC_B2#2,Vol. Frac At Term. C14_LAVES,Start Temp. C14_LAVES,Vol. Frac At Term. CR3SI_A15,Start Temp. CR3SI_A15,Vol. Frac At Term. FCC_L12,Start Temp. FCC_L12,Vol. Frac At Term. HEUSLER_L21,Start Temp. HEUSLER_L21,Vol. Frac At Term. MU_PHASE,Start Temp. MU_PHASE,Vol. Frac At Term. SIGMA,Start Temp. SIGMA
214,5.972222222,5.972222222,5.972222222,5.972222222,46.25,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,2.7811130650563,4.93379064135535,5.25073981765986,5.35937865727773,43.8523761129799,5.75610626039839,6.04965788775293,6.5498706853483,9.57609111341342,9.8908757587578,1251.22,775.81,65839.9615764557,508,0.569742475852666,1251.22,0.0940848634585989,868.88,0.102707144579792,1197.12,0,0,0.220903082382834,947.33,0,0,0,0,0.000171724061268101,828.21
215,5.833333333,5.833333333,5.833333333,5.833333333,47.5,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,2.71971488734285,4.82486815330369,5.13482009454523,5.24106053229111,45.0919380110266,5.62902964508418,5.91610058123244,6.40527026280812,9.36468131804443,9.67251651432139,1244.73,776.95,69270.3773745318,504,0.574718746051251,1244.73,0.0873011349194568,865.12,0.101632165448387,1194.63,0,0,0.223833364309222,953.47,0,0,0,0,0.000229312469419958,833.29
216,5.694444444,5.694444444,5.694444444,5.694444444,48.75,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,2.65816830933077,4.71568239799629,5.0186201917548,5.12245643065609,46.3344959484132,5.50164588372162,5.78222046473763,6.26032033891976,9.15276054209045,9.45362949237938,1239.09,777.11,6041.92338073324,492,0.580156694818504,1239.09,0.0810503919524823,864.2,0.100450799003495,1192.99,0,0,0.22655924929864,959.22,0,0,0,0,0.000317597617984119,841.08
217,5.555555556,5.555555556,5.555555556,5.555555556,50,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,2.59647279256288,4.60623242019152,4.90213909268173,5.00356531473203,47.580060796,5.3739538618588,5.64801636698144,6.11501964554892,8.94032693150423,9.23421277793841,1234.16,778.29,6067.03908847792,482,0.586072025745029,1234.16,0.0749163719071865,856.98,0.099062728754461,1190.84,0,0,0.228107771690363,965.8,0,0,0,0,0.000317363390765723,841.94
218,11.1111,11.1111,11.1111,11.1111,11.1111,0.0001,11.1111,11.1111,11.1111,11.1111,4.9614723467567,8.80182332007275,9.3672568485835,9.56106723526653,10.102044614414,9.24195131015104e-05,10.7925171020751,11.6848907325996,17.0836316747379,17.6452037059808,1708.17,746.98,5150.4126309501,984,0.524409188630721,1708.17,0.0119452973492429,752.33,0.0274925814070069,1210.66,0,0,0.0604500943011034,810.38,0,0,0,0,4.58237838152321e-05,763.35
219,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,1.25,10.97222222,10.97222222,10.97222222,10.97222222,4.90410541311523,8.70005239825019,9.2589481118863,9.45051756950336,9.9852399075578,1.15633952952132,10.6677288196565,11.5497843963316,16.8861024946588,17.4411813595188,1692.68,745.67,5038.01550790669,966,0.521188333112914,1692.68,0.00836265891416968,753.89,0.0409712424422201,1247.58,0,0,0.0635844037848855,816.52,0,0,0,0,0,0
220,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,2.5,10.83333333,10.83333333,10.83333333,10.83333333,4.84662496153623,8.59808009168536,9.15042505339035,9.33974914758126,9.86820406704014,2.3148746263344,10.5426936056425,11.4144107110585,16.6881824429799,17.2367552927513,1677.11,745.18,13772.7782978991,951,0.515909982405982,1677.11,0.00761129270277014,755.63,0.0533517544215986,1268.92,0,0,0.0663742259335362,820.85,0,0,0,0,0,0
221,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,3.75,10.69444444,10.69444444,10.69444444,10.69444444,4.78903526684871,8.4959139840726,9.04169574397031,9.22877020736288,9.75094579683249,3.47561154953923,10.417420758919,11.2787797445396,16.4898862390425,17.0319407088726,1661.33,745.06,5263.26599019511,933,0.518212785518794,1661.33,0,0,0.0644997198748737,1282.66,0,0,0.0693323973772039,825.99,0,0,0,0,0,0
222,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,5,10.55555556,10.55555556,10.55555556,10.55555556,4.73133601753527,8.39355352276929,8.9327595954815,9.11758014853473,9.63346446265484,4.63855657785903,10.291909601853,11.1428907631123,16.2912128102117,16.8267364999883,1646.55,745.17,5250.87770416724,919,0.514094319245783,1646.55,0,0,0.0743258538421928,1291.9,0,0,0.0718023656040084,831.83,0,0,0,0,0,0
223,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,6.25,10.41666667,10.41666667,10.41666667,10.41666667,4.67352690032011,8.29099815201329,8.82361601645938,9.00617836739472,9.51575942664688,5.80371602545828,10.1661594529867,11.0067430289727,16.0921610777978,16.6211415519501,1630.02,746.33,5352.78897007499,900,0.507979715684113,1630.02,0.00222300231855214,751.39,0.0838085202300737,1298.92,0,0,0.0737840025129543,837,0,0,0,0,0,0
224,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,7.5,10.27777778,10.27777778,10.27777778,10.27777778,4.6156076012536,8.18824731484716,8.71426441416725,8.89456425894234,9.39783004957639,6.9710962200821,10.0401696293965,10.87033580273,15.8927299607912,16.4151547482134,1614.1,746.13,5538.72094880338,882,0.506640317850769,1614.1,0.000713619596110147,751.09,0.0931756252793024,1303.1,0,0,0.0760056384869891,843.78,0,0,0,0,0,0
225,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,8.75,10.13888889,10.13888889,10.13888889,10.13888889,4.557577805032,8.08530045191116,8.60470419331185,8.78273721556756,9.27967568945401,8.14070351676843,9.91393944521323,10.7336683418043,15.6929183735195,16.2087749674179,1598.36,746.97,10789.6288866155,869,0.504888498502847,1598.36,0,0,0.101356909581437,1306.27,0,0,0.0778819272094169,849.92,0,0,0,0,0,0
226,10,10,10,10,10,10,10,10,10,10,4.49943719514737,7.98215700170926,8.49493475632634,8.67069662733981,9.1612957018385,9.31254429482637,9.78746821194814,10.5967399007796,15.4927252261642,16.0020010839205,1582.48,746.15,70870.957658953,858,0.744624754304429,1582.48,0.00446261050319209,919.49,0.118079192315465,1309.38,0,0,0.0841175384032676,853.46,0.0393427361721835,973.77,0,0,0,0
227,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,11.25,9.861111111,9.861111111,9.861111111,9.861111111,4.44118545392902,7.8788164006827,8.38495550344868,8.55844188208782,9.04268943992116,10.4866249570002,9.66075523858336,10.4595497315015,15.2921494249029,15.7948319679427,1566.55,752.67,5601.65323208013,830,0.50216165684789,1566.55,0,0,0.117807724211548,1311.45,0,0,0.0796034262721323,861.86,0,0,0,0,0,0
228,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,12.5,9.722222222,9.722222222,9.722222222,9.722222222,4.38282226240676,7.77527808296733,8.27476583246333,8.4459723651361,8.92385625424738,11.6629519322263,9.53379983127419,10.3220970827552,15.0911898714388,15.5872664850846,1550.43,756.19,5502.85719627211,808,0.501888381861327,1550.43,0,0,0.125436996281222,1313.43,0,0,0.0802058972603953,868.54,0,0,0,0,0,0
229,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,13.75,9.583333333,9.583333333,9.583333333,9.583333333,4.32434730042543,7.67154148059684,8.16436513891751,8.33328745952563,8.80479549294982,12.8415316733244,9.40660129359831,10.184381200535,14.889845463395,15.379303496732,1534.6,760.47,6203.16137504523,789,0.765733654798822,1534.6,0,0,0.13386935983901,1314.51,0,0,0.0804192601439724,875.96,0,0,0,0,0,0
230,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,15,9.444444444,9.444444444,9.444444444,9.444444444,4.26576024660242,7.5676060234274,8.05375281604108,8.22038654593208,8.68550650166199,14.0223706578536,9.27915892646341,10.0464013279445,14.6881150941681,15.1709418599054,1518.58,764.54,9843.36029133979,773,0.758303122713642,1518.58,0,0,0.141505601390311,1316.01,0,0,0.0808321278972457,882.09,0,0,0,0,1.81839625072127e-05,777.75
231,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,16.25,9.305555556,9.305555556,9.305555556,9.305555556,4.20706077839058,7.4634711392492,7.9429282548652,8.10726900278692,8.56598862364619,15.205475386845,9.15147202824395,9.90815670534459,14.4859976531449,14.9621804274835,1502.54,770.65,190693.113535138,758,0.750729882904001,1502.54,0,0,0.149273955375946,1317.45,0,0,0.0808765243405627,887.94,0,0,0,0,2.86179468855706e-05,779.39
232,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,17.5,9.166666667,9.166666667,9.166666667,9.166666667,4.14824857180271,7.35913625329776,7.83189084370223,7.99393420574656,8.44624119923272,16.3908523903541,9.02353989418191,9.7696465697048,14.2834920247536,14.7530180472236,1486.47,778.8,13891.9667623813,729,0.505334905647336,1486.47,0,0,0.157388386028675,1319.38,0,0,0.0808682794458372,893.56,0,0,0,0,9.13469749621686e-06,908.36
233,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,18.75,9.027777778,9.027777778,9.027777778,9.027777778,4.08932330180182,7.25460078894624,7.72063996888252,7.88038152844442,8.32626356661434,17.5785082195952,8.89536181723571,9.63087015552214,14.080597089808,14.5434535631496,1470.39,786.07,56277.7694594145,709,0.73445567346094,1470.39,0,0,0.167660613485423,1320,0,0,0.0807392749233444,898.1,0,0,0,0,0.000708023853380465,932.44
234,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,20,8.888888889,8.888888889,8.888888889,8.888888889,4.0302846420364,7.14986416723579,7.60917501425462,7.76661034198075,8.20605506130738,18.7684494522773,8.76693708750435,9.4918266941978,13.8773117245954,14.3334858146102,1454.28,794.78,16448.218877231,680,0.726409757966759,1454.28,0,0,0.176036782130231,1321.09,0,0,0.0805482579064244,903.53,0,0,0,0,0.00159441968598273,947.29
235,8.75,8.75,8.75,8.75,8.75,21.25,8.75,8.75,8.75,8.75,3.97113226489774,7.04492580697724,7.49749536129348,7.65262001503309,8.08561501626833,19.9606826914485,8.63826499235205,9.3525154141721,13.6736348010744,14.1231136364831,1438.16,797.64,54151.405323115,669,0.690555621044391,1438.16,0,0,0.17925637332567,1321.46,0,0,0.079937483461198,903.87,0,0,0.033797852508161,1324.59,0.00142855485428526,943.93
236,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,22.5,8.611111111,8.611111111,8.611111111,8.611111111,3.91186584151386,6.93978512474035,7.38560038908899,7.53840991384459,7.96494276188157,21.1552145656184,8.50934481639512,9.21293554091023,13.4695651868537,13.9123358591531,1421.89,799.6,9264.60139647569,648,0.652687220427745,1421.89,0,0,0.181749485660082,1316.31,0,0,0.0795017916162961,904.95,0,0,0.0702330612757751,1335.34,0.00125258655576239,941
237,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,23.75,8.472222222,8.472222222,8.472222222,8.472222222,3.85248504174344,6.83444153484297,7.27348947433452,7.42397940221228,7.84403762594696,22.352051728881,8.38017584148868,9.07308629688786,13.2651017451714,13.7011513084909,1405.91,803.92,9038.00158073871,627,0.424025478700373,1405.91,0,0,0.184178928593855,1318.82,0,0,0.0791719137326718,907.8,0,0,0.10094320195034,1344.95,0.00126115753087566,941.44
238,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,25,8.333333333,8.333333333,8.333333333,8.333333333,3.79298953416963,6.72889444934022,7.1611619913153,7.30932784147522,7.72289893366731,23.551200861038,8.2507573467133,8.93296690157674,13.0602433348738,13.4895588058305,1389.8,809.19,38028.0582882699,612,0.589031793203599,1389.8,0,0,0.187470913314465,1317.71,0,0,0.0788305767227931,909.05,0,0,0.129299718132806,1353.78,0.00126229358998663,941.29
239,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,26.25,8.194444444,8.194444444,8.194444444,8.194444444,3.73337898609398,6.6231432780135,7.0486173118968,7.19445459050265,7.60152600763587,24.7526686677234,8.12108860836164,8.79257657143013,12.8549888103939,13.2775571679482,1373.73,814.31,39933.2825645377,592,0.55922418347086,1373.73,0,0,0.190664767255786,1315.84,0,0,0.0787025708193157,911.33,0,0,0.156559654512229,1361.9,0.00128504943700156,941.64
240,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,27.5,8.055555556,8.055555556,8.055555556,8.055555556,3.6736530636485,6.51718742856952,6.93585480573649,7.07935900591014,7.47991816806469,25.9564618781423,7.9911689001824,8.65191452014705,12.649337022138,13.0651452074609,1365.8,821.17,8244.64874426264,571,0.541323305144593,1270.56,0,0,0.1965666390821,1317.71,0,0,0.0788052532654658,914.52,0,0,0.168989854303464,1365.8,0.00147755745532606,945.57
